ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
DS520: Real-time Analytics Platform Based on Lambda Architecture	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:00 PM	UTC-4	OCCC W311F	Audience Level: Beginning | Track: Data Science | Focus Area: Data Analysis & Modeling | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W311F | Speakers: Yang Zhou	Traditionally, our ability to deliver insights on data has been hindered by the latencies associated with copying data periodically to data warehouses. Yang Zhou will explain how to build a real-time analytics platform based on lambda architecture to help deliver data-driven insights and take actions on it in near real-time.	N
HW688: Edge AI with Raspberry Pi	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	OCCC W307D	Audience Level: Intermediate | Track: Hardware | Focus Area: Edge Computing Hardware and Hardware for AI | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: OCCC W307D | Speakers: Jaya Shankar, Louvere Walker-Hannon, Penny Anderson	Get started with edge AI! Deep learning is replacing traditional perception and identification algorithms across computer vision, data analytics, speech recognition, and natural language processing. In this workshop, you will develop a deep learning application that detects and classifies objects in an image. You will then deploy and run the application on a Raspberry Pi board. Bring your laptop!	N
Snap Games (Snap Inc.) (Repeat)	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 12:45 PM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 12:45 PM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	Do some of your best childhood memories involve playing games? Fighting over the best controller or endless laughter during battles with your friends? We've brought that magic to Snapchat with the launch of Snap Games! We've also introduced Snap Games for Developers - a collection of tools and technologies that support game developers including the Play Canvas HTML5 game engine, Snap Canvas SDK for easy integration into the app, and Snap Game Services to host, scale, and operate game servers.	N
Faculty Lunch	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	Hyatt Celebration Room 1	Audience Level: Faculty | Track: Lunches and Receptions | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: Hyatt Celebration Room 1	The Faculty Lunch is an opportunity to develop connections with a global community of academics. If you are a faculty member, instructor, or lecturer, please join us for lunch!	N
ACM-W Council Luncheon (invite only)	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	Rosen Centre Salon 2	Audience Level: All | Track: Lunches and Receptions | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: Rosen Centre Salon 2	This lunch is for those affiliated with the Association for Computing Machinery Council on Women in Computing (ACM-W).	N
CR125: Teams are Made of Humans: Connection as a Basis for Collaboration and Coaching	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:00 PM	UTC-4	Hyatt Regency Ballroom S	Audience Level: All | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: Hyatt Regency Ballroom S | Speakers: Kathryn Reading	Effective teams are built on smooth collaboration and honest communication. But how do you establish connection and create space for honesty in a team that moves fast? Collecting Personal Readmes into a Team User Manual can help avoid misunderstandings and build relationships based on bi-directional feedback. Learn how to use Team User Manuals to move faster and build quality partnerships at work.	N
OT403: Innovating Talent Acquisition with Returnships	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: Senior/Executive | Track: Organizational Transformation | Focus Area: Targeted Solutions for Diversity, Equity & Inclusion | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: Hyatt Regency Ballroom Q | Speakers: Tracy Stone, MJ Austin, Janet Van Huysse, Bobbie Grafeld, Tami Forman	Thousands of women leave the workforce due to caregiving and many of them struggle to return to their professions. Yet, companies claim difficulty in recruiting mid-career technical women, citing a lack of qualified candidates. In this session, you'll hear from leaders responsible for diversity initiatives who implemented returnship programs to find technical women who were hiding in plain sight.	N
SE673: How High Performing Companies Achieve Digital Transformation	Thursday, October 3, 2019 12:30 PM	Thursday, October 3, 2019 1:00 PM	UTC-4	OCCC W224A	Audience Level: Intermediate | Track: Software Engineering | Focus Area: Digital Transformation, DevOps, and Programming Languages | Start Date: Thursday, October 3, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W224A | Speakers: Buffi Gresh, Summer Weisberg	2 women, 30+ years of tech experience, 200+ companies. Learn from the success and failures of top enterprises as they navigated the rough path to Digital Transformation  This presentation will give you the inside stories, methodology and best practices from companies who were able to connect technology to the business impact and have outpaced their competition on the way to digital transformation.	N
CR240: Mid-Career: Stay, Change or Retire	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:45 PM	UTC-4	OCCC W308D	Audience Level: All | Track: CRA-W | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: OCCC W308D | Speakers: Marie desJardins, A.J. Brush	A little bit bored? Unhappy? Ready for a change but not sure? In this session, we will talk about different options for improving your job satisfaction including making changes where you are, changing to new roles within your company, changing to a different company, or taking a longer break. There will be time set aside for small group discussion and questions from the audience.	N
HI568: Detecting Gender Bias in Software	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:45 PM	UTC-4	OCCC WF4	Audience Level: Beginning | Track: Human Computer Interaction | Focus Area: Accessibility and Inclusive Design | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: OCCC WF4 | Speakers: Debashri Prajapati, Linda Le	Have you ever been frustrated using new software? Don't worry, it's not your fault! Research shows that different people, especially men and women, have varied problem solving styles. As the majority of software is designed by men, unconscious bias may explain this. This workshop will explain how to detect this bias and build more inclusive software.	N
CR205: Represent!  Getting Ahead as a Woman of Color in Tech Leadership	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:45 PM	UTC-4	Hyatt Regency Ballroom V	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: Hyatt Regency Ballroom V | Speakers: Aneesha Kai Raines, Ushashi Chakraborty, Jovana Florus, Miya McClain, Tia Caldwell	Leadership in tech requires a blend of technical, people and project management skills. Being a woman of color in this industry adds layers of complexity that can be challenging at best, prohibitive at worst. Hear leaders in various roles share experiences on thriving when you are the only woman and person of color at the table and how others can advocate for the unicorns in their organizations.	N
IW534: An Eye on the Storm: Tracking Power Outages via the Internet of Things	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:15 PM	UTC-4	OCCC W224D	Audience Level: Beginning | Track: Internet of Things/Wearable Tech | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W224D | Speakers: Kendra Kratkiewicz	Assessing the extent of power outages in the wake of disasters is a crucial but daunting challenge. We developed a prototype to estimate and map the severity and location of power outages throughout an event by taking advantage of IoT as a non-traditional power-sensing network. We present results used by FEMA and other responders during multiple major hurricanes, such as Harvey, Irma, and Maria.	N
AZ662: How to Build a Moonshot	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:15 PM	UTC-4	OCCC W304G	Audience Level: Intermediate | Track: Products A to Z | Focus Area: Product Excellence | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W304G | Speakers: Laura Granka, Lilian Rincon	Lilian & Laura, Product and Research Directors will share how they brought together a cross-functional team to focus the Google Assistant on overcoming challenges that come with innovating in a nascent industry. They'll share insights from conceptualization to launch: how they enabled their teams to identify unmet user needs, measure success in an emergent space, and focus on moonshots /10x ideas.	N
ET639: Blockchain Beyond Cryptocurrency: A Framework For Secure Data Management And Sharing	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:15 PM	UTC-4	OCCC W312C	Audience Level: Intermediate | Track: Emerging Technology | Focus Area: Blockchain | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:15 PM | Location: OCCC W312C | Speakers: Olivia Choudhury	In this era of Big Data, sensitive and personal data of users are continuously being collected for curation and analysis. Traditional privacy protection methods often fail to empower users to have control over their data, maintain trust, and improve data integrity. To address this, we build a secure, trusted, and scalable framework, based on blockchain technology, to manage and share user data.	N
Abie Award Series: Living Our Vision - Computing for the Common Good	Thursday, October 3, 2019 12:45 PM	Thursday, October 3, 2019 1:45 PM	UTC-4	OCCC W300	Audience Level: ALl | Track: Abie Award Series | Start Date: Thursday, October 3, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: OCCC W300 | Speakers: Laura Haas	"Computer systems are enhancing our lives and ability to solve complex problems, but they can also exhibit bias or make mistakes. We are addressing this via “Computing for the Common Good"", creating technology that serves and protects us: fair, accessible, explainable, trustworthy, effective & efficient. I will discuss this through research, programs, open research and the educational challenges."	N
